,SUBJECT_19
training duration,1796.3288888931274
,train,valid,test
WALKING,49.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,13.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,63.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,66.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,32.0,0.0,1.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
LIE_TO_SIT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
STAND_TO_LIE,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,2
14,14,4,2
15,15,4,0
16,16,4,0
17,17,4,0
18,18,4,0
19,19,4,0
20,20,6,0
21,21,3,0
22,22,3,0
23,23,3,0
24,24,3,0
25,25,3,0
26,26,3,0
27,27,3,2
28,28,3,2
29,29,3,0
30,30,3,0
31,31,3,0
32,32,3,0
33,33,3,0
34,34,3,0
35,35,3,0
36,36,3,0
37,37,3,0
38,38,3,0
39,39,3,0
40,40,7,0
41,41,4,2
42,42,4,0
43,43,4,0
44,44,4,0
45,45,4,0
46,46,4,0
47,47,4,0
48,48,4,0
49,49,4,0
50,50,4,0
51,51,4,0
52,52,4,0
53,53,4,2
54,54,4,2
55,55,4,0
56,56,4,0
57,57,4,0
58,58,4,0
59,59,4,0
60,60,4,2
61,61,4,0
62,62,10,0
63,64,10,5
64,65,5,0
65,66,5,0
66,79,5,0
67,80,5,0
68,82,5,0
69,83,5,0
70,86,9,2
71,88,3,0
72,89,3,0
73,92,3,0
74,93,3,0
75,94,3,0
76,95,3,0
77,96,3,0
78,97,3,0
79,98,3,0
80,99,3,2
81,100,3,2
82,101,3,0
83,102,3,0
84,103,3,0
85,104,3,2
86,105,3,0
87,106,3,0
88,107,8,0
89,110,5,2
90,113,5,0
91,114,5,0
92,115,5,0
93,116,5,0
94,117,5,0
95,118,5,0
96,119,5,0
97,120,5,0
98,121,5,0
99,126,5,0
100,127,5,0
101,135,0,2
102,140,0,2
103,145,0,2
104,164,1,0
105,165,1,0
106,166,1,0
107,167,1,0
108,168,1,0
109,170,1,0
110,178,1,2
111,181,1,0
112,184,1,0
113,192,1,2
114,197,1,0
115,198,1,0
116,199,4,0
117,200,4,0
118,201,4,0
119,202,4,0
120,203,4,0
121,204,4,0
122,205,4,0
123,206,4,0
124,207,4,0
125,208,4,0
126,209,4,0
127,210,4,0
128,211,4,0
129,212,4,0
130,213,4,0
131,214,4,0
132,215,4,0
133,216,6,0
134,217,3,0
135,218,3,0
136,219,3,0
137,220,3,0
138,221,3,0
139,222,3,2
140,223,3,2
141,224,3,0
142,225,3,0
143,226,3,0
144,227,3,2
145,228,3,0
146,229,3,0
147,230,3,0
148,231,3,0
149,232,4,0
150,233,4,0
151,234,4,0
152,235,4,0
153,236,4,2
154,237,4,2
155,238,4,0
156,239,4,0
157,240,4,0
158,241,4,0
159,242,4,0
160,243,4,0
161,244,4,0
162,245,4,0
163,246,4,0
164,247,4,0
165,248,10,2
166,250,10,0
167,251,10,0
168,265,5,0
169,266,5,0
170,269,5,0
171,270,5,0
172,275,9,11
173,276,3,0
174,277,3,2
175,278,3,0
176,279,3,0
177,280,3,0
178,281,3,0
179,282,3,0
180,283,3,0
181,284,3,0
182,285,3,0
183,286,3,0
184,287,3,0
185,288,3,0
186,289,3,0
187,290,3,0
188,291,3,0
189,292,3,0
190,293,3,0
191,294,3,0
192,295,3,0
193,296,3,0
194,299,5,0
195,303,5,0
196,307,5,0
197,308,5,0
198,310,5,0
199,311,5,0
200,312,5,0
201,313,5,0
202,314,5,0
203,316,5,0
204,317,5,0
205,350,1,0
206,351,1,0
207,352,1,0
