,SUBJECT_29
training duration,1806.8560059070587
,train,valid,test
WALKING_DOWNSTAIRS,13.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,136.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,158.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,72.0,0.0,12.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0
LIE_TO_SIT,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
STAND_TO_LIE,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0
LIE_TO_STAND,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,51.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,10.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,5.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,47.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,58.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,18.0,0.0,7.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
LIE_TO_SIT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
STAND_TO_LIE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,2
6,6,4,2
7,7,4,2
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,0
14,14,4,0
15,15,4,0
16,16,4,0
17,17,6,0
18,18,3,0
19,19,3,0
20,20,3,0
21,21,3,0
22,22,3,0
23,23,3,0
24,24,3,0
25,25,3,2
26,26,3,2
27,27,3,0
28,28,3,0
29,29,3,0
30,30,3,2
31,31,3,0
32,32,3,0
33,33,7,0
34,34,4,0
35,35,4,0
36,36,4,0
37,37,4,0
38,38,4,0
39,39,4,0
40,40,4,0
41,41,4,0
42,42,4,0
43,43,4,0
44,44,4,2
45,45,4,0
46,46,4,0
47,47,4,0
48,48,4,0
49,49,10,0
50,56,5,2
51,58,5,0
52,59,5,0
53,65,5,2
54,69,9,2
55,71,3,0
56,72,3,0
57,73,3,0
58,74,3,0
59,75,3,2
60,76,3,0
61,77,3,0
62,78,3,0
63,79,3,0
64,80,3,0
65,81,3,2
66,82,3,0
67,83,3,0
68,84,8,2
69,85,8,0
70,86,8,10
71,87,8,10
72,90,5,2
73,91,5,0
74,92,5,0
75,93,5,0
76,96,5,0
77,97,5,0
78,100,5,0
79,101,5,0
80,143,2,0
81,144,2,0
82,145,1,2
83,146,1,2
84,152,1,0
85,161,2,0
86,162,1,0
87,167,1,0
88,168,1,0
89,186,4,0
90,187,4,0
91,188,4,0
92,189,4,0
93,190,4,2
94,191,4,2
95,192,4,0
96,193,4,0
97,194,4,0
98,195,4,0
99,196,4,0
100,197,4,0
101,198,4,0
102,199,4,0
103,200,4,0
104,201,6,0
105,202,3,0
106,203,3,2
107,204,3,0
108,205,3,0
109,206,3,2
110,207,3,2
111,208,3,0
112,209,3,0
113,210,3,0
114,211,3,0
115,212,3,0
116,213,3,0
117,214,3,0
118,215,3,0
119,216,3,0
120,217,3,0
121,218,7,0
122,219,4,0
123,220,4,0
124,221,4,0
125,222,4,0
126,223,4,0
127,224,4,0
128,225,4,0
129,226,4,0
130,227,4,0
131,228,4,0
132,229,4,2
133,230,4,0
134,231,4,0
135,232,4,0
136,233,4,0
137,234,4,2
138,235,4,2
139,236,4,0
140,237,4,0
141,238,4,0
142,241,5,2
143,246,5,2
144,249,5,0
145,252,5,0
146,253,5,0
147,256,3,2
148,257,3,2
149,258,3,2
150,259,3,2
151,260,3,2
152,261,3,0
153,262,3,0
154,263,3,0
155,264,3,0
156,265,3,0
157,266,3,0
158,267,3,0
159,268,3,0
160,269,3,0
161,270,3,0
162,271,3,0
163,275,5,0
164,276,5,0
165,277,5,0
166,279,5,0
167,284,5,2
168,285,5,2
169,286,5,0
170,287,5,0
171,295,0,2
172,301,0,2
173,324,1,2
174,325,1,0
175,336,2,0
176,338,2,0
177,341,1,0
178,347,1,0
179,356,1,0
180,357,1,0
181,363,1,0
