,SUBJECT_3
training duration,1854.149250268936
,train,valid,test
STAND_TO_LIE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
LIE_TO_STAND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,0
14,14,4,0
15,15,4,0
16,16,6,10
17,17,3,0
18,18,3,0
19,19,3,0
20,20,3,0
21,21,3,0
22,22,3,0
23,23,3,0
24,24,3,0
25,25,3,0
26,26,3,0
27,27,3,0
28,28,3,0
29,29,4,0
30,30,4,0
31,31,4,0
32,32,4,0
33,33,4,0
34,34,4,0
35,35,4,0
36,36,4,0
37,37,4,0
38,38,4,0
39,39,4,0
40,40,4,0
41,41,4,0
42,42,4,0
43,43,4,0
44,44,4,0
45,47,5,0
46,51,5,0
47,52,5,0
48,55,5,0
49,62,9,0
50,63,3,0
51,64,3,0
52,65,3,0
53,66,3,0
54,67,3,0
55,68,3,0
56,69,3,0
57,70,3,0
58,71,3,2
59,72,3,0
60,73,3,0
61,74,3,0
62,75,3,0
63,76,3,0
64,78,5,0
65,81,5,0
66,82,5,0
67,93,5,0
68,94,5,0
69,127,1,0
70,128,1,0
71,129,1,0
72,135,1,0
73,136,2,0
74,137,2,0
75,139,2,0
76,140,2,0
77,141,2,0
78,142,2,0
79,144,1,0
80,145,1,0
81,146,1,0
82,147,1,0
83,148,1,0
84,149,1,0
85,153,2,0
86,157,2,0
87,158,2,0
88,160,1,0
89,161,1,0
90,162,1,0
91,163,1,0
92,164,1,0
93,165,1,0
94,166,1,0
95,167,1,0
96,168,1,0
97,171,2,0
98,174,2,0
99,176,1,0
100,177,1,0
101,178,1,0
102,179,1,0
103,180,1,0
104,182,1,0
105,183,1,0
106,184,4,0
107,185,4,0
108,186,4,0
109,187,4,0
110,188,4,0
111,189,4,0
112,190,4,0
113,191,4,0
114,192,4,0
115,193,4,0
116,194,4,0
117,195,4,0
118,196,4,0
119,197,4,0
120,198,6,1
121,199,3,0
122,200,3,0
123,201,3,0
124,202,3,0
125,203,3,0
126,204,3,0
127,205,3,0
128,206,3,0
129,207,3,0
130,208,3,0
131,209,3,0
132,210,3,0
133,212,4,0
134,213,4,0
135,214,4,0
136,215,4,0
137,216,4,0
138,217,4,0
139,218,4,0
140,219,4,0
141,220,4,0
142,221,4,0
143,222,4,0
144,223,4,0
145,224,4,0
146,225,4,0
147,226,4,0
148,227,4,0
149,228,4,0
150,230,10,0
151,232,5,0
152,233,5,0
153,234,5,0
154,235,5,0
155,238,5,0
156,239,5,0
157,241,5,0
158,242,5,0
159,247,9,0
160,248,9,0
161,249,3,10
162,250,3,0
163,251,3,0
164,252,3,0
165,253,3,0
166,254,3,0
167,255,3,0
168,256,3,0
169,257,3,0
170,258,3,0
171,259,3,0
172,260,3,0
173,261,3,0
174,262,3,0
175,263,8,10
176,269,5,0
177,272,5,0
178,274,5,0
179,275,5,0
180,278,5,0
181,279,5,0
182,280,11,0
183,308,2,0
184,309,2,0
185,312,2,0
186,313,2,0
187,314,2,0
188,315,2,0
189,316,2,0
190,317,1,0
191,318,1,0
192,319,1,0
193,320,1,0
194,321,1,0
195,322,1,0
196,324,1,0
197,325,1,0
198,326,2,0
199,329,2,0
200,330,2,0
201,333,2,0
202,334,2,0
203,335,1,0
204,336,1,0
205,337,1,0
206,338,1,0
207,339,1,0
208,340,1,0
209,341,1,0
210,342,1,0
211,343,2,0
212,344,2,0
213,345,2,0
214,349,2,0
215,350,2,0
216,351,1,0
217,352,1,0
218,353,1,0
219,355,1,0
220,356,1,0
221,357,1,0
222,358,1,0
