,SUBJECT_3
training duration,1854.149250268936
,train,valid,test
logloss,1.8293318189582677,1.8282900316712984,1.9232335847732416
accuracy,0.3727530747398297,0.3718070009460738,0.3788300835654596
macro-precision,0.5597554140478945,0.5842911750115162,0.6311484409310496
macro-recall,0.30409240193115655,0.30609545776038377,0.4360819657429827
macro-f1,0.3254631003811013,0.32950705396635577,0.44455011109750314
weighted-f1,0.34422385161061025,0.3442518983206275,0.3414637226366825
micro-f1,0.3727530747398297,0.3718070009460738,0.3788300835654596
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.3381173013899876,0.46206115515288787,0.6648879402347919,0.0037998733375554155,0.0,0.6846361185983827,0.0,0.0,0.4806201550387597,0.4313725490196078,0.5357142857142858,0.30434782608695654
valid,0.3353658536585366,0.44329896907216493,0.7222222222222222,0.01129943502824859,0.0,0.6524822695035462,0.0,0.0,0.5000000000000001,0.2222222222222222,0.5217391304347826,0.5454545454545454
test,0.34730538922155685,0.2857142857142857,0.5915492957746478,0.0,0.0,0.7766990291262136,0.0,1.0,0.6666666666666666,0.4,0.6,0.6666666666666666
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1496.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,922.0,408.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,597.0,0.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
SITTING,1565.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,1704.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,815.0,1.0,0.0,0.0,0.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
SIT_TO_STAND,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SIT_TO_LIE,28.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,31.0,0.0
LIE_TO_SIT,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0
STAND_TO_LIE,54.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,60.0,0.0
LIE_TO_STAND,49.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,14.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,165.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,104.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,58.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,173.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,190.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,98.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0
LIE_TO_SIT,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
STAND_TO_LIE,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0
LIE_TO_STAND,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,49.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,28.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
STANDING,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,23.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
LIE_TO_SIT,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
