train_acc,train_loss,val_acc,val_loss,test_acc,test_loss,lr
0.8676547881845895,0.5038413716756018,0.8666035950804163,0.5097049940500827,0.9192200557103064,0.47873655866447595,0.0005
0.9168506254598969,0.3527642118433328,0.9101229895931883,0.36694055880255144,0.9665738161559888,0.31340398761887406,0.0005
0.9296751813308105,0.30760363696389154,0.9309366130558183,0.3258333233244146,0.9637883008356546,0.27037182226154466,0.0005
0.9420792599600547,0.29437818540254124,0.9498580889309366,0.30220731881393387,0.9637883008356546,0.2786147986281881,0.0005
0.9408178282350468,0.2490778449555871,0.945127719962157,0.2591032751799758,0.9860724233983287,0.21384614822260184,0.0005
0.9446021234100704,0.2528885996054741,0.9555345316934721,0.263087392642798,0.9749303621169917,0.2378006618999173,0.0005
0.9452328392725744,0.265219099850205,0.9508041627246925,0.2835038256397085,0.9832869080779945,0.2342593902332869,0.0005
0.9530116682434563,0.25747735520636233,0.956480605487228,0.26974149503680817,0.9387186629526463,0.2686633054260424,0.0005
0.9437611689267318,0.26987899576566277,0.9470198675496688,0.2819447440704086,0.9693593314763231,0.218660742459523,0.0005
0.9517502365184485,0.26197500398303636,0.9631031220435194,0.27457343528263956,0.9805013927576601,0.20493074379923615,0.0005
0.9560601282455587,0.20437743653011012,0.9583727530747398,0.21542940166837896,0.9916434540389972,0.16929127047652986,0.0005
0.9534321454851257,0.22170124517108167,0.9640491958372753,0.2306637651196266,0.9916434540389972,0.20039782085790608,0.0005
0.9528014296226217,0.29703678518868915,0.9593188268684958,0.3053639970416716,0.9916434540389972,0.26109360718793523,0.0005
0.9545884578997161,0.21954409221263008,0.9545884578997161,0.2335346694700878,0.9944289693593314,0.19466483028486248,0.0005
0.9578471565226532,0.21543024697289237,0.9583727530747398,0.2290814561221322,0.9888579387186629,0.19012302409307538,0.0005
0.9642594344581099,0.22527270967196206,0.9640491958372753,0.24073074037665562,0.9888579387186629,0.21052483263786126,0.0005
0.9540628613476295,0.21538636171390466,0.9517502365184485,0.22903287918249615,0.9944289693593314,0.17167595568473626,0.0005
0.9595290654893304,0.21888409384690685,0.9640491958372753,0.2304669888152643,0.9944289693593314,0.17736942854432342,0.00025
0.9647850310101965,0.21066591184021208,0.9659413434247871,0.22283811397787073,0.9916434540389972,0.17551258480316417,0.00025
0.9660464627352044,0.19715981276444078,0.9697256385998108,0.20928670690098009,0.9777158774373259,0.177902041039427,0.00025
0.9657311048039525,0.20773935533529775,0.9716177861873226,0.2211788758536838,0.9777158774373259,0.20462184895379962,0.00025
0.9654157468727005,0.1965659245900347,0.9640491958372753,0.2098137919589271,0.9777158774373259,0.1765364112960263,0.00025
0.9622621675601808,0.18234554801242378,0.9668874172185431,0.19613891428331215,0.9944289693593314,0.16178988613458065,0.00025
0.967833491012299,0.17446593692923498,0.9697256385998108,0.18973777287392088,0.9916434540389972,0.1627753956404237,0.00025
0.9665720592872911,0.20201830872473853,0.967833491012299,0.2131167495713103,0.9805013927576601,0.16277714891354023,0.00025
0.9664669399768737,0.19842971357451644,0.9631031220435194,0.21164307102575095,0.9777158774373259,0.16883509006340855,0.00025
0.9698307579102281,0.21372280243154104,0.9687795648060549,0.22689467098990362,1.0,0.1721658945747737,0.000125
0.9680437296331336,0.193513512348234,0.9725638599810785,0.20560789514287192,0.9749303621169917,0.17753877347558322,0.000125
0.9685693261852202,0.1828074852750841,0.967833491012299,0.19640498310186555,0.9721448467966574,0.18041392886871083,0.000125
0.9681488489435509,0.18764876076241066,0.9716177861873226,0.20086824386437885,0.9860724233983287,0.16542156293863705,0.000125
0.970776831703984,0.21642682731032534,0.9706717123935666,0.2314389751221396,0.9888579387186629,0.18815840187179012,0.000125
0.9697256385998108,0.18824651135288553,0.9716177861873226,0.20422177057618113,0.9944289693593314,0.15947653257747216,0.000125
0.9692000420477241,0.18724688984399637,0.9687795648060549,0.20096194755388186,0.9916434540389972,0.1597036717661908,0.000125
0.9693051613581415,0.1747234356111374,0.9697256385998108,0.18826803534010614,0.9944289693593314,0.14700241938939002,6.25e-05
0.9706717123935666,0.19719566522456114,0.967833491012299,0.2116492929160877,0.9749303621169917,0.18120645082096534,6.25e-05
0.9700409965310628,0.17975527834443655,0.967833491012299,0.19446698696746392,0.9777158774373259,0.16103331159416348,6.25e-05
0.9686744454956375,0.18094723790799433,0.9697256385998108,0.19471112759246392,0.9777158774373259,0.1658596580739141,6.25e-05
0.9679386103227163,0.1883572767200147,0.9706717123935666,0.20249452473650367,0.9665738161559888,0.16406591091315395,6.25e-05
0.971407547566488,0.1899262388885604,0.9716177861873226,0.20616174443442525,0.9805013927576601,0.16649039010815633,6.25e-05
0.9719331441185746,0.19726898697013298,0.9716177861873226,0.21443525619290296,0.9693593314763231,0.17574346430786472,5e-05
0.9705665930831494,0.20732203475260827,0.9687795648060549,0.22383344320046417,0.9777158774373259,0.18053342771397327,5e-05
0.9704614737727321,0.1939579981628758,0.9716177861873226,0.20973757019331687,0.9777158774373259,0.16721692523584392,5e-05
0.9697256385998108,0.17332624188610324,0.9706717123935666,0.1887840913395444,0.9610027855153204,0.18105137647028421,5e-05
0.9715126668769053,0.20055150168683644,0.9706717123935666,0.21709975546671742,0.9832869080779945,0.17207469249502197,5e-05
0.9700409965310628,0.2274585548640676,0.9706717123935666,0.243008818396331,0.9972144846796658,0.17842280565862204,5e-05
0.9715126668769053,0.2089359343998016,0.9725638599810785,0.22498449291276165,0.9832869080779945,0.1719969321758302,5e-05
0.9736150530852518,0.17530206660047434,0.9725638599810785,0.1913920883424122,0.9805013927576601,0.15195021987957544,5e-05
0.9724587406706612,0.18992317205321008,0.9706717123935666,0.2072467930269557,0.9888579387186629,0.15695310502331236,5e-05
0.9698307579102281,0.162471864672849,0.9697256385998108,0.17804022927045146,0.9805013927576601,0.14946997597357026,5e-05
0.9726689792914959,0.1801585607770288,0.9735099337748344,0.19566677241474248,0.9777158774373259,0.16219414841165783,5e-05
0.9696205192893934,0.20933670177076763,0.9706717123935666,0.22394864200530687,0.9777158774373259,0.17238498995895174,5e-05
0.9704614737727321,0.1839785800927021,0.9706717123935666,0.19883579337157048,0.9693593314763231,0.16483833929290345,5e-05
0.9720382634289919,0.17601077503728452,0.9716177861873226,0.19041773454130204,0.9777158774373259,0.15587478892716858,5e-05
0.9729843372227478,0.18373567133462104,0.9725638599810785,0.19765978391822375,0.9777158774373259,0.15569604007646565,5e-05
0.9709870703248187,0.16383620861337775,0.9697256385998108,0.17904569252324534,0.9805013927576601,0.15314694035352105,5e-05
0.9718280248081572,0.19959558578967598,0.9735099337748344,0.21593699820670972,0.9721448467966574,0.1698303328915227,5e-05
0.9716177861873226,0.1837477461968162,0.9725638599810785,0.19920043079156072,0.9777158774373259,0.15805676388541304,5e-05
0.9744560075685903,0.20530898455978003,0.9744560075685903,0.22271510532924108,0.9944289693593314,0.1665171354926064,5e-05
0.9720382634289919,0.2538560000952644,0.9716177861873226,0.2703182686018064,0.9888579387186629,0.19655258476236073,5e-05
0.9713024282560706,0.20607737438242404,0.9716177861873226,0.22240842821018358,0.9944289693593314,0.16273205260380397,5e-05
