,SUBJECT_9
training duration,1767.645911693573
,train,valid,test
WALKING_UPSTAIRS,99.0,42.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,65.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,173.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,185.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,43.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LIE_TO_SIT,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
STAND_TO_LIE,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
LIE_TO_STAND,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,52.0,0.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,40.0,8.0,1.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,24.0,0.0,18.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
SITTING,52.0,0.0,0.0,0.0,0.0,1.0,0.0,missed_category,0.0,0.0,0.0,0.0
STANDING,47.0,0.0,1.0,1.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
LAYING,2.0,0.0,0.0,0.0,0.0,52.0,0.0,missed_category,0.0,0.0,0.0,0.0
STAND_TO_SIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
SIT_TO_STAND,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category
SIT_TO_LIE,0,0,0,0,0,0,0,missed_category,1,0,2,0
LIE_TO_SIT,0,1,0,0,0,0,0,missed_category,0,0,0,1
STAND_TO_LIE,2,0,1,0,0,0,0,missed_category,0,0,1,0
LIE_TO_STAND,1,1,0,0,0,0,0,missed_category,0,0,0,0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,2
9,9,4,0
10,10,3,0
11,11,3,0
12,12,3,0
13,13,3,0
14,14,3,0
15,15,3,0
16,16,3,0
17,17,3,0
18,18,3,0
19,19,3,0
20,20,3,0
21,21,4,0
22,22,4,0
23,23,4,0
24,24,4,0
25,25,4,3
26,26,4,0
27,27,4,0
28,28,4,0
29,29,4,0
30,30,4,0
31,31,4,0
32,32,4,0
33,33,4,0
34,34,4,0
35,35,10,0
36,48,9,11
37,49,3,0
38,50,3,0
39,51,3,0
40,52,3,0
41,53,3,0
42,54,3,0
43,55,3,0
44,56,3,0
45,57,3,0
46,58,3,0
47,59,3,0
48,60,3,0
49,61,3,0
50,62,3,0
51,63,3,0
52,64,3,0
53,65,8,10
54,66,8,10
55,79,11,0
56,106,2,0
57,108,2,0
58,110,2,0
59,111,2,0
60,112,2,0
61,113,1,0
62,114,1,0
63,115,1,0
64,116,1,0
65,117,1,0
66,118,1,0
67,121,1,0
68,123,2,0
69,124,2,0
70,128,2,0
71,129,1,0
72,130,1,0
73,131,1,0
74,132,1,0
75,133,1,0
76,135,1,2
77,136,1,0
78,137,2,0
79,138,2,0
80,139,2,0
81,144,2,0
82,145,1,0
83,146,1,0
84,147,1,0
85,148,1,0
86,149,1,0
87,151,1,0
88,152,1,0
89,153,4,0
90,154,4,0
91,155,4,0
92,156,4,0
93,157,4,0
94,158,4,0
95,159,4,0
96,160,4,0
97,161,4,0
98,162,4,0
99,163,4,0
100,164,6,0
101,165,3,0
102,166,3,0
103,167,3,0
104,168,3,0
105,169,3,0
106,170,3,0
107,171,3,0
108,172,3,0
109,173,3,0
110,174,3,0
111,175,3,5
112,176,3,0
113,177,4,0
114,178,4,0
115,179,4,0
116,180,4,0
117,181,4,0
118,182,4,0
119,183,4,0
120,184,4,0
121,185,4,0
122,186,4,0
123,187,4,0
124,188,4,0
125,189,4,0
126,190,4,0
127,191,10,0
128,192,10,2
129,207,9,1
130,208,3,0
131,209,3,0
132,210,3,0
133,211,3,0
134,212,3,0
135,213,3,0
136,214,3,0
137,215,3,0
138,216,3,0
139,217,3,0
140,218,3,0
141,219,3,0
142,220,3,0
143,221,3,0
144,225,5,0
145,226,5,0
146,240,11,1
147,269,2,0
148,270,2,0
149,271,2,0
150,272,2,0
151,274,1,0
152,275,1,0
153,276,1,0
154,277,1,0
155,278,1,0
156,279,1,0
157,280,1,0
158,281,1,0
159,282,2,0
160,286,2,0
161,287,2,0
162,288,2,0
163,289,1,0
164,290,1,0
165,291,1,0
166,292,1,0
167,296,1,0
168,297,2,0
169,298,2,0
170,299,2,0
171,303,2,0
172,304,1,0
173,305,1,0
174,306,1,0
175,307,1,0
176,308,1,0
177,309,1,0
178,310,1,0
