,SUBJECT_19
training duration,2783.71825504303
,train,valid,test
logloss,0.19671065707132887,0.18948553727136405,0.21063430665984867
accuracy,0.964605498788581,0.9715639810426541,0.984251968503937
macro-precision,0.9207605996829261,0.9397838258964519,0.8952842377260981
macro-recall,0.911522573160625,0.9405412197936335,0.8968253968253969
macro-f1,0.9148482756429082,0.9391039758045573,0.8906862745098039
weighted-f1,0.96445429483369,0.9715714540979062,0.9824455766558592
micro-f1,0.964605498788581,0.9715639810426541,0.984251968503937
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.9983394221188974,0.9996308600959763,0.9995939910678034,0.9178651326302334,0.9243845252051582,0.9985193959135328,0.9075630252100839,0.9666666666666666,0.8040201005025126,0.8345323741007195,0.792626728110599,0.8344370860927152
valid,1.0,1.0,1.0,0.9302325581395349,0.9374999999999999,1.0,1.0,1.0,0.8181818181818182,0.875,0.8333333333333333,0.875
test,1.0,1.0,1.0,1.0,1.0,0.988235294117647,0.8,1.0,0.4,1.0,0.5,1.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,1354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,1231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,1436.0,117.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
STANDING,0.0,0.0,0.0,137.0,1577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,1686.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,1.0,1.0,0.0,1.0,2.0,0.0,54.0,1.0,0.0,0.0,1.0,0.0
