,SUBJECT_16
training duration,1788.5385570526123
,train,valid,test
SIT_TO_LIE,0,0,2,0,0,0,0,missed_category,1,0,0,0
LIE_TO_SIT,1,0,0,0,0,0,0,missed_category,0,0,0,1
STAND_TO_LIE,0,0,0,0,0,0,0,missed_category,1,0,3,0
LIE_TO_STAND,0,0,0,0,0,0,0,missed_category,0,0,0,2
,index,real_category,predicted_category
0,0,4,2
1,1,4,0
2,2,4,2
3,3,4,2
4,4,4,0
5,5,4,2
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,0
14,14,4,0
15,15,4,0
16,16,4,0
17,17,4,0
18,18,4,0
19,19,4,2
20,20,6,2
21,21,3,0
22,22,3,0
23,23,3,0
24,24,3,0
25,25,3,0
26,26,3,0
27,27,3,0
28,28,3,0
29,29,3,2
30,30,3,2
31,31,3,0
32,32,3,0
33,33,3,2
34,34,3,2
35,35,3,0
36,36,4,0
37,37,4,0
38,38,4,0
39,39,4,0
40,40,4,2
41,41,4,0
42,42,4,0
43,43,4,0
44,44,4,0
45,45,4,0
46,46,4,2
47,47,4,2
48,48,4,0
49,49,4,0
50,50,4,0
51,51,4,0
52,52,4,0
53,56,5,2
54,57,5,2
55,71,5,2
56,72,9,0
57,73,3,0
58,74,3,2
59,75,3,2
60,76,3,2
61,77,3,0
62,78,3,0
63,79,3,0
64,80,3,0
65,81,3,0
66,82,3,0
67,83,3,0
68,84,3,0
69,85,3,0
70,86,3,2
71,87,3,0
72,88,8,2
73,89,8,2
74,92,5,0
75,110,0,2
76,135,2,0
77,143,1,0
78,144,1,0
79,145,1,0
80,147,1,0
81,148,1,2
82,149,1,0
83,150,1,0
84,151,1,2
85,160,1,0
86,161,1,0
87,164,1,0
88,165,1,0
89,166,1,0
90,167,1,2
91,168,1,2
92,177,1,0
93,178,1,0
94,181,1,2
95,182,1,0
96,183,1,0
97,184,1,0
98,185,1,0
99,186,4,2
100,187,4,0
101,188,4,0
102,189,4,0
103,190,4,2
104,191,4,2
105,192,4,0
106,193,4,2
107,194,4,0
108,195,4,0
109,196,4,0
110,197,4,0
111,198,4,0
112,199,4,0
113,200,4,0
114,201,4,0
115,202,4,0
116,203,4,0
117,204,4,0
118,205,4,0
119,206,4,2
120,207,4,0
121,208,4,0
122,209,4,0
123,210,4,0
124,211,6,0
125,212,3,2
126,213,3,0
127,214,3,0
128,215,3,0
129,216,3,0
130,217,3,0
131,218,3,0
132,219,3,0
133,220,3,0
134,221,3,0
135,222,3,0
136,223,3,0
137,224,3,0
138,225,3,0
139,226,3,0
140,227,3,0
141,228,3,0
142,229,3,0
143,230,3,2
144,231,3,2
145,232,3,0
146,233,3,0
147,234,4,0
148,235,4,0
149,236,4,0
150,237,4,0
151,238,4,0
152,239,4,0
153,240,4,0
154,241,4,0
155,242,4,0
156,243,4,2
157,244,4,2
158,245,4,0
159,246,4,0
160,247,4,2
161,248,4,0
162,249,4,0
163,250,4,0
164,251,4,2
165,253,10,8
166,273,9,11
167,274,3,0
168,275,3,0
169,276,3,0
170,277,3,2
171,278,3,0
172,279,3,2
173,280,3,2
174,281,3,0
175,282,3,0
176,283,3,0
177,284,3,0
178,285,3,0
179,286,3,0
180,287,3,0
181,288,3,0
182,308,0,2
183,314,0,2
184,317,0,2
185,318,0,2
186,324,0,2
187,325,0,2
188,326,0,2
189,328,0,2
190,329,0,2
191,330,0,2
192,338,2,0
193,339,1,0
194,340,1,2
195,341,1,2
196,342,1,2
197,343,1,0
198,345,1,2
199,346,1,0
200,355,1,0
201,356,1,0
202,357,1,0
203,358,1,0
204,362,1,0
205,371,1,2
206,372,1,2
207,373,1,0
208,374,1,0
209,375,1,0
210,376,1,0
211,377,1,0
212,378,1,0
