,SUBJECT_13
training duration,1883.482739448548
,train,valid,test
LAYING,3.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
LIE_TO_SIT,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
STAND_TO_LIE,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
LIE_TO_STAND,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,43.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,17.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,10.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,20.0,0.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,46.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,2.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
SIT_TO_STAND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
STAND_TO_LIE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
LIE_TO_STAND,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
,index,real_category,predicted_category
0,0,4,2
1,1,4,0
2,2,4,2
3,3,4,2
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,2
11,11,4,2
12,12,4,0
13,13,4,0
14,14,4,0
15,15,4,0
16,16,6,10
17,17,3,0
18,22,3,0
19,23,3,0
20,24,3,0
21,25,3,2
22,31,4,0
23,32,4,0
24,33,4,2
25,34,4,0
26,35,4,0
27,36,4,0
28,37,4,0
29,38,4,0
30,39,4,0
31,40,4,2
32,41,4,2
33,42,4,2
34,43,4,0
35,44,4,2
36,46,10,2
37,52,5,0
38,61,3,2
39,62,3,0
40,63,3,2
41,64,3,0
42,65,3,0
43,66,3,2
44,68,3,0
45,69,3,0
46,70,3,2
47,71,3,0
48,72,8,2
49,94,11,2
50,99,0,2
51,109,0,2
52,110,0,2
53,112,0,2
54,113,0,2
55,116,0,2
56,117,0,2
57,118,0,2
58,121,0,2
59,122,0,2
60,123,0,2
61,133,2,0
62,134,1,2
63,140,1,0
64,144,1,2
65,146,2,0
66,152,2,0
67,153,2,0
68,154,1,0
69,155,1,0
70,156,1,0
71,157,1,0
72,158,1,2
73,159,1,0
74,161,1,0
75,162,1,0
76,163,1,0
77,165,2,0
78,167,2,0
79,168,2,0
80,171,2,0
81,172,2,0
82,173,1,0
83,181,1,0
84,183,4,0
85,184,4,0
86,185,4,2
87,186,4,2
88,187,4,0
89,188,4,0
90,189,4,0
91,190,4,0
92,191,4,0
93,192,4,0
94,193,4,0
95,194,4,0
96,195,4,0
97,196,6,0
98,197,6,10
99,198,3,0
100,199,3,0
101,202,3,0
102,205,3,0
103,206,3,0
104,208,7,0
105,209,4,0
106,210,4,0
107,211,4,0
108,212,4,0
109,213,4,0
110,214,4,0
111,215,4,0
112,216,4,0
113,217,4,0
114,218,4,0
115,219,4,0
116,220,4,0
117,221,4,0
118,222,4,2
119,223,4,0
120,224,4,0
121,225,4,2
122,232,5,0
123,241,9,11
124,243,3,2
125,244,3,2
126,245,3,0
127,246,3,0
128,247,3,2
129,248,3,0
130,249,3,0
131,250,3,2
132,251,3,0
133,257,3,2
134,258,8,10
135,259,8,2
136,276,11,2
137,280,0,2
138,283,0,2
139,302,0,2
140,311,1,0
141,312,1,0
142,325,2,0
143,326,1,0
144,333,1,0
145,341,1,0
146,342,1,0
